food,characteristic,p_values
GROUP_COOK_FAT_ANIMAL_FAT_TOTAL_GRAMS,readingMath,0.5215678516277542
GROUP_SODA_DIET_NO_CAFFEINE_TOTAL_GRAMS,ever_smoked,0.5215678516277544
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,never_smoked,0.5215678516277544
GROUP_ALL_BRAN_ORIGINAL_TOTAL_GRAMS,readingMath,0.5215678516277544
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,ever_smoked,0.5215678516277547
SUP_ALA,readingMath,0.5215678516277547
GROUP_CHEX_OTHER_TOTAL_GRAMS,readingMath,0.5215678516277547
LIGHTHOUSETIME,never_smoked,0.5215678516277558
LIGHTHOUSETIME,ever_smoked,0.5215678516277559
SUP_VITC,heart_disease,0.5216460900943465
FRIESQUAN,quit_smoking,0.5217477030169106
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,dog,0.5217604040067336
DONUTSQUAN,quit_smoking,0.5218154865846457
THEARBIGN,favCable,0.5218704704494298
PAC10,neutralCable,0.5218853436624868
GROUP_BAGELS_WHOLEGRAIN_TOTAL_GRAMS,rash,0.5219435436290676
CAKESQUAN,uhCrash,0.5220027375437148
BROCCOLIQUAN,atheist,0.5220404818619551
PF_SOY,Jewish,0.5220415052091721
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,currently_smoke,0.5221546017366929
GROUP_RIBS_SPARERIBS_BBQ_TOTAL_GRAMS,belly,0.5221546017366938
GROUP_TURKEY_BURGER_THE_MEAT_TOTAL_GRAMS,ever_smoked,0.5222991827917324
GROUP_TURKEY_BURGER_THE_MEAT_TOTAL_GRAMS,never_smoked,0.5222991827917336
PCTALCH,cat,0.5223451094542622
GRITSQUAN,smoke_rarely,0.5224993424086483
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,yesCrash,0.5225441569608262
TOCPHB,atheist,0.5226159365598115
GROUP_COOK_FAT_CANOLA_SAFFLOWER_OILS_TOTAL_GRAMS,currently_smoke,0.5226239462708203
GROUP_COOK_FAT_CANOLA_SAFFLOWER_OILS_TOTAL_GRAMS,belly,0.5226239462708213
DT_CARB,unfavCable,0.5226447087041167
DT_COPP,neutralCable,0.5226505820639566
GROUP_KETCHUP_SALSA_TOTAL_GRAMS,ever_smoked,0.5226600969820419
GROUP_KETCHUP_SALSA_TOTAL_GRAMS,never_smoked,0.5226600969820419
GROUP_VEGETABLE_SOUP_TOTAL_GRAMS,right_hand,0.522783750986998
GROUP_OTHER_BEANS_LENTIL_CHILI_NOT_RICE_AND_BEANS_TOTAL_GRAMS,smoke_often,0.5228491023712982
PF_POULT,smoke_rarely,0.5228588833667638
GROUP_TOFU_OR_TEMPEH_TOTAL_GRAMS,cat,0.5229064240964874
GROUP_COOK_FAT_CORN_VEGETABLE_OIL_BLENDS_TOTAL_GRAMS,noCrash,0.5230024343146458
VITA_IU,cat,0.5230131819385251
MILKFREQ,diabetes,0.523076467886266
GROUP_A_SUGBEV_TOTAL_GRAMS,ever_smoked,0.523083754057392
GROUP_A_SUGBEV_TOTAL_GRAMS,never_smoked,0.5230837540573927
MK4,smoke_rarely,0.5230863153179657
OTHERNOODLESTYPE,cancer,0.5231118491301336
CHICKENSKINTYPE,yesCrash,0.523212925104345
OTHERRICHSAUCESQUAN,readingMath,0.5232218149518074
ISORHMNTN,left_hand,0.5232914119551808
GROUP_POPCORN_REGULAR_TOTAL_GRAMS,smoke_rarely,0.5232930494002679
YOGURTKIND,uhCrash,0.5233231758626808
MALVIDIN,right_hand,0.5233249679614
SOLID_FATS,never_smoked,0.5233439088164249
SOLID_FATS,ever_smoked,0.5233439088164251
VITAMINDAMOUNT,cancer,0.5233614841805699
WHITERICEQUAN,right_hand,0.5233643926618774
DT_ALCO,uhCrash,0.5235057765514388
MEALS,dog,0.5236194703303955
GROUP_BREAKFAST_SANDWICH_WITH_EGG_OR_MEAT_TOTAL_GRAMS,diabetes,0.523674263678092
OTHERRICHSAUCESFREQ,rash,0.5236938723299545
HOTDOGFREQ,yesCrash,0.5237523053910087
BARBECUESAUCEQUAN,cancer,0.5237768616669934
PEONIDIN,right_hand,0.5237800676349534
GROUP_STEAK_ROAST_TOTAL_GRAMS,right_hand,0.5237871773804276
F15D0,left_hand,0.5237922664936441
SUP_OM_6,quit_smoking,0.5238162343720463
GROUP_MELONS_YEAR_ROUND_TOTAL_GRAMS,heart_disease,0.523846682047008
GROUP_BISCUITS_SCONES_CROISSANTS_TOTAL_GRAMS,rash,0.5238805876164119
TYR_G,cat,0.5239041835767553
HAMBURGERFREQ,right_hand,0.523905585623447
DT_ATAD,uhCrash,0.5240035596627982
DT_S040,readingMath,0.5240120607167028
SALADDRESSINGSTYPE,smoke_rarely,0.5241024752020775
GROUP_HAMBURGER_PATTY_TOTAL_GRAMS,unfavCable,0.524132881128213
GROUP_LUNCH_MEATS_BEEF_OR_PORK_TOTAL_GRAMS,atheist,0.5241824280294335
GROUP_HOT_TEA_BOTH_KINDS_TOTAL_GRAMS,uhCrash,0.5242008501256816
A_DRINKS,uhCrash,0.5242294890411257
DT_M161,currently_smoke,0.5243779031563092
GROUP_POPCORN_LOW_FAT_LIGHT_TOTAL_GRAMS,noCrash,0.524389556593527
GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS,rash,0.5244074492281918
DT_FOLFD,noCrash,0.5244573463818477
RIBSFREQ,favCable,0.5245761234891961
GROUP_LIVER_LIVERWURST_TOTAL_GRAMS,neutralCable,0.5246848439513819
EPICATEGC,favCable,0.524718785168321
GROUP_ICE_TEA_HOME_SUGAR_TOTAL_GRAMS,cancer,0.524751576614284
PROTEINBARSTYPE,Jewish,0.5247877118401751
VITAMINDQUAN,belly,0.524826463301166
SLICEDCHEESETYPE,belly,0.5248415505641271
DT_KCAL,smoke_rarely,0.5248559166797091
GROUP_COFFEE_DECAF_TOTAL_GRAMS,diabetes,0.5248608336819762
F_TOTAL,favCable,0.5249095045485577
PSFRUIT,favCable,0.5249095045485577
GROUP_TURKEY_BURGER_THE_MEAT_TOTAL_GRAMS,rash,0.5249448058319628
DT_TFOL,left_hand,0.5249816105474339
VEGGIESFREQ,diabetes,0.5250682704607099
BARBECUESAUCEFREQ,noCrash,0.5250780043575092
GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS,Jewish,0.5250908756557853
ORANGESQUAN,favCable,0.5250957022672548
DT_P226,smoke_rarely,0.5251099543504285
DT_SFAT,diabetes,0.5251135129549571
DT_PROT_VEGETABLE,rash,0.5251229720964996
MN,yesCrash,0.5251474972090127
POPCORNTYPE,Jewish,0.5251661764906721
ICECREAMTYPE,readingMath,0.5251790996024857
OTHERCHIPSFREQ,Dems,0.5252172324411155
GROUP_YOGURT_SWEET_FULL_FAT_TOTAL_GRAMS,currently_smoke,0.5252380529163055
GROUP_YOGURT_SWEET_FULL_FAT_TOTAL_GRAMS,belly,0.5252380529163065
GROUP_OTHER_NOT_WHOLEGRAIN_UNSWEETENED_CEREAL_TOTAL_GRAMS,smoke_rarely,0.5252452955284269
T_FLAVANONES,belly,0.5252655203396774
F16D1C,diabetes,0.5252776617255595
DT_S160,diabetes,0.525291469740972
OTHERBREADSFREQ,neutralCable,0.5253206561747956
EPICATEGC,yesCrash,0.5253650956899332
PCTALCH,rash,0.525416862844935
CABBAGEFREQ,yesCrash,0.5254784366631224
DT_MFAT,dog,0.5255068666911287
GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS,heart_disease,0.525565729547376
SUP_B2,yesCrash,0.5255707250107657
F_JUICE,right_hand,0.5255757975438881
BCOMPLEXTYPEVITSAMOUNT,rash,0.5256116415056948
GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS,rash,0.5256886139002995
SUP_VITD,cat,0.5257654749874223
GROUP_SWEETS_TOTAL_FREQUENCY,Dems,0.5258019678533229
CALCIUMQUAN,uhCrash,0.5259007133939939
GROUP_MAC_AND_CHEESE_CHEESE_DISHES_TOTAL_GRAMS,right_hand,0.525910811621368
GROUP_SALAD_DRESSING_REGULAR_TOTAL_GRAMS,atheist,0.5259275723631016
GROUP_CHOCOLATE_CANDY_TOTAL_GRAMS,neutralCable,0.5259811044047038
POTATOESQUAN,dog,0.5260653639619675
DRIEDFRUITQUAN,heart_disease,0.5261212265595676
GRANOLATYPE,heart_disease,0.5261212265595686
OTHERSOUPQUAN,quit_smoking,0.5261212265595704
PHYTIC_ACID,unfavCable,0.5261937844587199
GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS,unfavCable,0.5262688390931267
COOKIESQUAN,currently_smoke,0.5262767001250868
FRUITSFREQ,diabetes,0.5262957017643263
CALCIUMAMOUNT,smoke_rarely,0.5264110019705681
SUP_SE,Dems,0.5264130472363563
VITE_IU,mathReading,0.5264406833584178
CEREALBARSFREQ,uhCrash,0.5264410322894026
G_TOTAL,heart_disease,0.5264538702014264
PSGTOT,heart_disease,0.5264538702014264
GROUP_NON_FAT_SKIM_MILK_TOTAL_GRAMS,unfavCable,0.5264665753634024
BEANSFREQ,unfavCable,0.5264671974958615
DT_S080,yesCrash,0.5266555074378098
GROUP_BREAD_WHOLE_GRAIN_TOTAL_GRAMS,smoke_often,0.526662132547765
BUNSFREQ,readingMath,0.5266629789483537
GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS,diabetes,0.5266703401807592
CHOLNGPC,yesCrash,0.5267934689795908
PELARGDIN,cat,0.5268344521699235
F20D3N3,noCrash,0.5268560790388446
PANCAKEFREQ,noCrash,0.526905179506606
EXERGYMFREQ,left_hand,0.5269288050760887
GROUP_HOT_TEA_BOTH_KINDS_TOTAL_GRAMS,rash,0.5269808349215441
GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS,neutralCable,0.527055011353043
VITAMINB6AMOUNT,dog,0.5271183531426958
GROUP_SWEETS_TOTAL_KCAL,cat,0.5271331147617218
LUNCHMEATTYPE,right_hand,0.527141260251621
HICQUAN,right_hand,0.5271412602516219
F18D3CN3,favCable,0.5272498984795433
GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS,yesCrash,0.5272969931405372
SNACKS,uhCrash,0.5272991435476216
F18D1TN7,left_hand,0.5273166941314754
GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS,diabetes,0.5273761248831508
EGGSFREQ,heart_disease,0.527392578034076
HOTDOGTYPE,heart_disease,0.5273925780340768
SUP_VITE,smoke_rarely,0.5274177684736319
GROUP_ALCOHOLICBEVERAGES_TOTAL_FREQUENCY,uhCrash,0.5274208779049592
WHOLEGRAINCRACKERSFREQ,readingMath,0.5274481729505084
GROUP_POULTRY_UNCOATED_ATE_SKIN_TOTAL_GRAMS,readingMath,0.5274909592880357
AA_BEV,unfavCable,0.5275176259800796
PF_ORGAN,readingMath,0.5276253099473105
M_SOY_ND,Jewish,0.5276645240346642
VITAMINCYEARS,cat,0.5276777498570036
GROUP_POULTRY_UNCOATED_TOTAL_GRAMS,uhCrash,0.5277079789229502
GROUP_YOGURT_SWEET_NON_FAT_TOTAL_GRAMS,atheist,0.5277130450600886
TUNAFREQ,quit_smoking,0.5277185142415555
GROUP_BANANAS_TOTAL_GRAMS,heart_disease,0.5278028146841951
HISTN_G,quit_smoking,0.5279544480404881
SUP_VK,favCable,0.5279557751798274
SUCS,heart_disease,0.5279603759765344
LUNCHMEATQUAN,smoke_rarely,0.5280848385991578
VEALLAMBGAMEQUAN,smoke_rarely,0.528084838599159
RAISINBRANTYPE,dog,0.5280893227278538
COTTAGECHEESEQUAN,dog,0.528089322727854
HONBUNCHOATSTYPE,dog,0.5280893227278548
MEATSUBSTITUTESQUAN,dog,0.5280893227278574
CORNFREQ,left_hand,0.5282043719827496
PF_NUTSDS,Dems,0.5282476514681897
PSNUTSD,Dems,0.5282476514681897
DT_CARB,never_smoked,0.5282722948199841
DT_CARB,ever_smoked,0.5282722948199847
SUGARINCOFFEE,smoke_often,0.5282760487719931
SUGARINTEA,smoke_often,0.5282760487719931
DONTEATORDONTKNOWCEREALTYPE,smoke_often,0.5282760487719933
PUDDINGQUAN,Jewish,0.5282760487719935
FRIEDORBREADEDFISHQUAN,Jewish,0.5282760487719937
DONTEATORDONTKNOWCEREALTYPE,Jewish,0.5282760487719943
SUGARINCOFFEE,Jewish,0.5282760487719945
SUGARINTEA,Jewish,0.5282760487719945
OYSTERSQUAN,diabetes,0.5282760487719953
HAMBURGERQUAN,noCrash,0.5282760487719969
FRIEDORBREADEDFISHQUAN,smoke_often,0.5282760487719995
PUDDINGQUAN,smoke_often,0.5282760487719995
OTHERNUTSFREQ,favCable,0.5282788379573435
GROUP_SAUSAGE_BACON_TOTAL_GRAMS,favCable,0.5283084505806968
GROUP_MEAT_SUBSTITUTES_VEGETABLE_MEATS_TOTAL_GRAMS,neutralCable,0.528335239525587
STID7,favCable,0.5283373088517851
ADD_SUGARS,Dems,0.5284052260563183
PRENATALVITSYEARS,never_smoked,0.5285420736122347
PRENATALVITSYEARS,ever_smoked,0.5285420736122355
PAC10,cancer,0.5286080633451682
DT_FIBE,dog,0.5286273020288559
F20D2CN6,left_hand,0.5286404590471077
DT_FOLFD,left_hand,0.5287116121040752
DT_S120,belly,0.5287121774315777
PF_SEAFD_LOW,ever_smoked,0.5288004537451818
PF_SEAFD_LOW,never_smoked,0.528800453745182
CHOCOLATECANDYQUAN,yesCrash,0.5288288616020134
GROUP_ALCOHOLICBEVERAGES_TOTAL_KCAL,unfavCable,0.5288445319876313
LIGHTHOUSETIME,cancer,0.5289464059900031
GROUP_RAW_TOMATOES_TOTAL_GRAMS,left_hand,0.5289534701502973
GROUP_CANDY_NOT_CHOCOLATE_TOTAL_GRAMS,neutralCable,0.5290140379030276
MELONSQUAN,never_smoked,0.5291239524810276
MELONSQUAN,ever_smoked,0.5291239524810285
PORKCHOPSQUAN,never_smoked,0.5291239524810292
PORKCHOPSQUAN,ever_smoked,0.5291239524810298
JOBSTANDFREQ,quit_smoking,0.5291406557900706
POPSICLESFREQ,cat,0.5292247831309136
IRONYEARS,currently_smoke,0.5292286526600236
SPORTSDRINKSFREQ,belly,0.5292362690373242
MALVIDIN,never_smoked,0.5292518898558222
MALVIDIN,ever_smoked,0.5292518898558223
PEACHESQUAN,ever_smoked,0.5292992789143146
PEACHESQUAN,never_smoked,0.5292992789143147
GRAPENUTSTYPE,readingMath,0.529299278914322
DECAFCOFFEETYPE,readingMath,0.5292992789143223
DECAFCOFFEETYPE,never_smoked,0.5292992789143225
MEALREPLACEMENTDRINKSQUAN,ever_smoked,0.5292992789143227
DECAFCOFFEETYPE,ever_smoked,0.5292992789143227
CORNFLAKESTYPE,ever_smoked,0.5292992789143227
CORNFLAKESTYPE,never_smoked,0.5292992789143228
MEALREPLACEMENTDRINKSQUAN,never_smoked,0.5292992789143232
WHITE,ever_smoked,0.5292992789143276
WHITE,never_smoked,0.5292992789143276
VARIETYMEATQUAN,ever_smoked,0.5292992789143309
VARIETYMEATQUAN,never_smoked,0.5292992789143309
TRP_G,quit_smoking,0.5293452745473127
HEAVYWORKTIME,diabetes,0.5293469154915529
GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS,yesCrash,0.529440486412623
APPLESFREQ,mathReading,0.5294428430058101
HAMBURGERTYPE,mathReading,0.5294782149769559
PSVEGOTH,dog,0.5295850421688258
ADD_SUGARS,dog,0.5296914731743574
GROUP_BISCUITS_SCONES_CROISSANTS_TOTAL_GRAMS,yesCrash,0.5297006721428328
DT_ATAD,smoke_rarely,0.5297590824504861
CAKESQUAN,noCrash,0.5297974737892577
GROUP_SANDWICH_BUNS_WHITE_TOTAL_GRAMS,unfavCable,0.5298470424296992
DT_M201,right_hand,0.5298762767674315
ALA_G,quit_smoking,0.529965106719981
PF_ORGAN,neutralCable,0.5300573512096318
PF_MEAT,belly,0.5301928555185428
MN,cancer,0.5302191822219424
ERIODICTYL,never_smoked,0.5302702033604357
ERIODICTYL,ever_smoked,0.5302702033604363
DHA_EPA,smoke_often,0.5302727074995967
GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS,atheist,0.5303316151513422
GROUP_CANDY_NOT_CHOCOLATE_TOTAL_GRAMS,heart_disease,0.5303469359696036
SPORTSDRINKSFREQ,unfavCable,0.5305993974788459
GROUP_OTHER_FRESH_FRUIT_FRUIT_SALAD_TOTAL_GRAMS,currently_smoke,0.5306358567046003
GROUP_BAGELS_MULTIGRAIN_TOTAL_GRAMS,left_hand,0.5306484963604678
SODACAFFEINE,favCable,0.5306828955063141
VITAMINCYEARS,neutralCable,0.5307154595058805
GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS,dog,0.5307233452578094
TOFUFREQ,never_smoked,0.5307760568660076
TOFUFREQ,ever_smoked,0.5307760568660079
CREAMINTEA,diabetes,0.530821811300465
ONEADAYYEARS,dog,0.5308421230610303
GROUP_A_SUGBEV_TOTAL_KCAL,favCable,0.530859089090062
DT_CHLN,smoke_often,0.5308990895801465
GROUP_HONEY_BUNCHES_OF_OATS_TOTAL_GRAMS,rash,0.530899396244092
GROUP_SOLID_TOTAL_FREQUENCY,ever_smoked,0.5310385437979641
GROUP_SOLID_TOTAL_FREQUENCY,never_smoked,0.5310385437979643
GROUP_OTHER_100_PCT_JUICE_AND_BLENDS_TOTAL_GRAMS,atheist,0.5310772420833096
PF_EGGS,unfavCable,0.5311596496809816
PSEGGS,unfavCable,0.5311596496809816
GROUP_OTHER_FRESH_FRUIT_FRUIT_SALAD_TOTAL_GRAMS,right_hand,0.5311629537993559
SUP_SE,cat,0.5311691511554897
BARBECUESAUCEFREQ,rash,0.531181782752183
MARGARINEQUAN,Jewish,0.5311889784552581
TORTILLASFREQ,neutralCable,0.5312200307503656
GROUP_LOW_CAL_KOOLAID_TOTAL_GRAMS,quit_smoking,0.5312895333954265
DT_S100,belly,0.5313454955875132
GROUP_YOGURT_PLAIN_NON_FAT_TOTAL_GRAMS,belly,0.5313468453061355
WEEDYARDTIME,unfavCable,0.5314485826443129
COCOAQUAN,mathReading,0.5314871159050302
PROTEINBARSTYPE,yesCrash,0.5315036272717943
GROUP_SOLID_TOTAL_GRAMS,unfavCable,0.5315057381856072
GROUP_EGG_ROLLS_WANTONS_DUMPLINGS_SAMOSAS_TOTAL_GRAMS,cancer,0.5316301484569568
RIBSQUAN,noCrash,0.5316788711617961
GROUP_WHOLE_GRAIN_CRACKERS_REGULAR_TOTAL_GRAMS,mathReading,0.5316891113341026
GROUP_PORK_CHOPS_ROAST_HAM_TOTAL_GRAMS,uhCrash,0.531715342072552
DT_TFOL,noCrash,0.5317585338001378
EPICATEC,right_hand,0.5317603973549976
GROUP_CHOCOLATE_SAUCE_TOPPINGS_TOTAL_GRAMS,smoke_often,0.5317864965257222
LIGHTHOUSEFREQ,mathReading,0.5317871134141494
DT_M181,dog,0.5318021031787372
PEONIDIN,smoke_rarely,0.5318235880906683
SALMONQUAN,heart_disease,0.5318238407556914
SUP_OM_6,rash,0.5319310520258929
DT_VARAE,heart_disease,0.5319541816610479
WALNUTSFREQ,neutralCable,0.5320848623552594
GROUP_MAC_AND_CHEESE_CHEESE_DISHES_TOTAL_GRAMS,smoke_rarely,0.5321063016500776
POPCORNTYPE,noCrash,0.5321215556790952
GROUP_BAGELS_WHOLEGRAIN_TOTAL_GRAMS,never_smoked,0.5322369149995034
GROUP_BAGELS_WHOLEGRAIN_TOTAL_GRAMS,ever_smoked,0.5322369149995038
PF_MPS_TOTAL,smoke_rarely,0.5322942466506286
PSMFP,smoke_rarely,0.5322942466506286
BACONSAUSAGEFREQ,atheist,0.5322951619030041
FOL_DFE,neutralCable,0.5323920164460683
TOCTRD,neutralCable,0.5324031026451531
GRITSFREQ,Dems,0.5325277101456818
F_JUICE,diabetes,0.5326874391904004
SODATYPE,heart_disease,0.5326925205330765
JAMFREQ,uhCrash,0.5327181241988009
TOCTRB,Dems,0.5327748066835472
DT_P225,smoke_often,0.5327863706800601
DDZEIN,Jewish,0.5327931338547249
BCOMPLEXTYPEVITSYEARS,Dems,0.5328119716858899
GROUP_COOKIES_LOW_SUGAR_TOTAL_GRAMS,diabetes,0.5328187734010947
GROUP_SPECIAL_K_PLAIN_TOTAL_GRAMS,dog,0.5328434888338105
BARBECUESAUCEFREQ,smoke_often,0.5328466711343055
GROUP_CHEX_WHEAT_TOTAL_GRAMS,rash,0.532856100402685
PF_NUTSDS,heart_disease,0.5329120944803527
PSNUTSD,heart_disease,0.5329120944803527
DT_M221,Dems,0.532917033351218
SUGARINTEA,dog,0.5329825929380573
TOCTRG,Jewish,0.5329997528447662
FORMONONETIN,unfavCable,0.5330119884708783
F17D0,currently_smoke,0.5330211363971253
ORANGESQUAN,diabetes,0.5330550273098151
CRACKERSTYPE,noCrash,0.5330771944105495
SOLID_FATS_M,never_smoked,0.5330914815351466
SOLID_FATS_M,ever_smoked,0.5330914815351471
GRANOLATYPE,quit_smoking,0.5331259641867551
BAGELTYPE,noCrash,0.5331679581648446
GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS,right_hand,0.5332981652824729
GROUP_TORTILLA_OR_CORN_CHIPS_CORN_NUTS_TOTAL_GRAMS,uhCrash,0.5335538822047432
WHOLEGRAINCEREALFREQ,heart_disease,0.5335692352702661
GROUP_BROCCOLI_BRUSSEL_SPROUTS_CHINESE_BROCCOLI_TOTAL_GRAMS,Jewish,0.5335936382803255
GROUP_BEER_NON_ALCOHOLIC_TOTAL_GRAMS,rash,0.5335971501251441
F18D2I,cat,0.533671426177615
JOBLIFTFREQ,cancer,0.5338697606401894
ICECREAMFREQ,readingMath,0.5339477529750288
GROUP_MAC_AND_CHEESE_CHEESE_DISHES_TOTAL_GRAMS,atheist,0.5339925156173067
GLUS,atheist,0.5340572671397262
COCOAFREQ,currently_smoke,0.5340578354066743
AVOCADOQUAN,smoke_often,0.5340684868558472
JOBLIFTFREQ,mathReading,0.5340829246268568
GROUP_TUNA_TUNA_IN_DISHES_TOTAL_GRAMS,right_hand,0.5341699888067644
PSVEGOTH,right_hand,0.5341919037530416
JAMFREQ,heart_disease,0.5342003951495494
SHELLFISHQUAN,never_smoked,0.5342005721956762
SHELLFISHQUAN,ever_smoked,0.5342005721956764
SHELLFISHQUAN,readingMath,0.5342005721956773
SUP_B12,uhCrash,0.5342359222521331
MEALREPLACEMENTDRINKSTYPE,cat,0.534236809591266
ONEADAYAMOUNT,smoke_often,0.5342474757550442
ONEADAYAMOUNT,Jewish,0.5342474757550448
DT_LYCO,quit_smoking,0.5344755528246548
DT_S140,yesCrash,0.5344834037971942
OTHERRICHSAUCESQUAN,diabetes,0.5344894039467478
F17D0,favCable,0.534522392328379
GROUP_BOTH_RED_AND_WHITE_WINE_TOTAL_GRAMS,diabetes,0.5345336599388841
GREENSALADQUAN,diabetes,0.5346063274682957
GROUP_SAUSAGE_BACON_TOTAL_GRAMS,belly,0.5347857508541853
GROUP_CHEESEBURGER_MEAT_AND_CHEESE_TOTAL_GRAMS,dog,0.5349199342231128
GROUP_CHICKEN_OR_TURKEY_MIXED_DISH_TOTAL_GRAMS,readingMath,0.5349356852663062
SOMEJUICEFREQ,left_hand,0.5349573215519524
VARIETYMEATFREQ,yesCrash,0.5349573215519525
POPCORNFREQ,smoke_often,0.5350299829256322
TOCTRD,Dems,0.5350365552208187
DT_S180,yesCrash,0.535037113531565
VITAMINDYEARS,rash,0.535070447438295
GROUP_GREEN_BEANS_PEAS_TOTAL_GRAMS,Jewish,0.5351443811160587
EPICATECG3,favCable,0.5351735939008508
SODACAFFEINE,mathReading,0.5352207779668314
BACONSAUSAGEQUAN,right_hand,0.5352840317398042
DT_ZINC,diabetes,0.5353251599698927
SUP_DHA,belly,0.5355888793442413
SUP_EPA,belly,0.5355889861281411
F20D3,neutralCable,0.5356095036130957
VAL_G,quit_smoking,0.5356711877795892
GROUP_YOGURT_PLAIN_LOW_FAT_TOTAL_GRAMS,heart_disease,0.535682822339671
GROUP_HOT_DOG_BEEF_OR_PORK_TOTAL_GRAMS,favCable,0.5357128487186893
COCOAQUAN,cancer,0.5357627760051515
GROUP_MIXED_DISH_WITH_BEEF_PORK_TOTAL_GRAMS,mathReading,0.5357774685570573
THEAFLV33D,currently_smoke,0.5358025994681066
GROUP_OATMEAL_SQUARES_OAT_BRAN_TOTAL_GRAMS,neutralCable,0.5359029224933446
SUP_B6,favCable,0.5359574120645332
V_REDOR_TOMATO,yesCrash,0.536143051670402
GROUP_OATMEAL_WHOLEGRAIN_COOKED_CEREAL_TOTAL_GRAMS,left_hand,0.5361644581465494
CREAMINCOFFEE,mathReading,0.5361838464349951
G_WHOLE,rash,0.5361862333894953
PSGWHL,rash,0.5361862333894953
GROUP_OTHER_SOUP_TOTAL_GRAMS,readingMath,0.5361872006276018
OYSTERSQUAN,readingMath,0.5362120196982256
GROUP_CORN_PUFFS_TWISTS_SOY_POTATO_CHIPS_TOTAL_GRAMS,Jewish,0.5362324938124781
SUP_FIBER,currently_smoke,0.5362611238291186
SUP_FIBER,belly,0.5362611238291198
ICEDTEAQUAN,right_hand,0.5362803455845788
DELPH,smoke_rarely,0.5362864998175254
GROUP_SANDWICH_BUNS_MULTIGRAIN_TOTAL_GRAMS,dog,0.5363198341437927
SPAGHETTIFREQ,rash,0.5363591459065111
V_OTHER,right_hand,0.5364541301472321
TOMATOJUICEQUAN,Dems,0.5365230257001221
GROUP_SOY_MILK_TOTAL_GRAMS,quit_smoking,0.5365985260825973
GROUP_MILKY_COFFEE_DRINK_ANY_KIND_TOTAL_GRAMS,readingMath,0.5366397970425498
GROUP_FRENCH_FRIES_FRIED_POTATOES_TOTAL_GRAMS,unfavCable,0.5366529334794441
CABBAGEQUAN,currently_smoke,0.5367274546727068
CABBAGEQUAN,belly,0.5367274546727088
MEALREPLACEMENTDRINKSFREQ,uhCrash,0.5367658948300198
OTHERBREADSFREQ,heart_disease,0.5367743579850279
THR_G,quit_smoking,0.5368001778484262
GROUP_WHOLE_GRAIN_CRACKERS_LOW_FAT_TOTAL_GRAMS,rash,0.5368089658525064
GROUP_PROTEIN_ENERGY_BARS_TOTAL_GRAMS,dog,0.5368155664825333
F_TOTAL,Dems,0.5368259786126808
PSFRUIT,Dems,0.5368259786126808
F18D1C,smoke_often,0.5368423955580788
GROUP_REGULAR_KOOLAID_TOTAL_GRAMS,smoke_often,0.5369357507677124
GROUP_REGULAR_KOOLAID_TOTAL_GRAMS,Jewish,0.5369357507677133
GROUP_MAC_AND_CHEESE_CHEESE_DISHES_TOTAL_GRAMS,mathReading,0.5370411141419613
GROUP_CORN_PUFFS_TWISTS_SOY_POTATO_CHIPS_TOTAL_GRAMS,yesCrash,0.5370540395375234
GROUP_OYSTERS_TOTAL_GRAMS,uhCrash,0.5370860361410958
CARROTSFREQ,unfavCable,0.5371120522370022
GROUP_LUNCH_MEATS_POULTRY_LOW_FAT_TOTAL_GRAMS,currently_smoke,0.5371154529176165
CORNBREADQUAN,cancer,0.5372350766489634
MAYOFREQ,uhCrash,0.5372508520092178
DT_S100,cat,0.5373755901192945
GROUP_ENERGY_DRINKS_SUGAR_TOTAL_GRAMS,quit_smoking,0.537409769467299
PF_SOY,yesCrash,0.5374130297539906
GROUP_TUNA_TUNA_IN_DISHES_TOTAL_GRAMS,readingMath,0.5374265080436801
LUNCHMEATQUAN,left_hand,0.537464322295488
GROUP_PANCAKES_WAFFLES_FRENCH_TOAST_CREPES_WITH_SYRUP_TOTAL_GRAMS,readingMath,0.5374702542521947
SODATYPE,yesCrash,0.5374775729911311
ERGCAL,currently_smoke,0.5374857702922964
BUTTERQUAN,smoke_rarely,0.5375520216787657
